OBJECTID *,Shape *,FID_CRASH_PHILADELPHIA_2019_XYTableToPoint,ARRIVAL_TM,AUTOMOBILE_COUNT,BELTED_DEATH_COUNT,BELTED_SUSP_SERIOUS_INJ_COUNT,BICYCLE_COUNT,BICYCLE_DEATH_COUNT,BICYCLE_SUSP_SERIOUS_INJ_COUNT,BUS_COUNT,CHLDPAS_DEATH_COUNT,CHLDPAS_SUSP_SERIOUS_INJ_COUNT,COLLISION_TYPE,COMM_VEH_COUNT,CONS_ZONE_SPD_LIM,COUNTY,CRASH_MONTH,CRASH_YEAR,CRN,DAY_OF_WEEK,DEC_LAT,DEC_LONG,DISPATCH_TM,DISTRICT,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,EST_HRS_CLOSED,FATAL_COUNT,HEAVY_TRUCK_COUNT,HORSE_BUGGY_COUNT,HOUR_OF_DAY,ILLUMINATION,INJURY_COUNT,INTERSECT_TYPE,LANE_CLOSED,LATITUDE,LN_CLOSE_DIR,LOCATION_TYPE,LONGITUDE,MAX_SEVERITY_LEVEL,MCYCLE_DEATH_COUNT,MCYCLE_SUSP_SERIOUS_INJ_COUNT,MOTORCYCLE_COUNT,MUNICIPALITY,NONMOTR_COUNT,NONMOTR_DEATH_COUNT,NONMOTR_SUSP_SERIOUS_INJ_COUNT,NTFY_HIWY_MAINT,PED_COUNT,PED_DEATH_COUNT,PED_SUSP_SERIOUS_INJ_COUNT,PERSON_COUNT,POLICE_AGCY,POSSIBLE_INJ_COUNT,RDWY_SURF_TYPE_CD,RELATION_TO_ROAD,ROAD_CONDITION,SCH_BUS_IND,SCH_ZONE_IND,SMALL_TRUCK_COUNT,SPEC_JURIS_CD,SUSP_MINOR_INJ_COUNT,SUSP_SERIOUS_INJ_COUNT,SUV_COUNT,TCD_FUNC_CD,TCD_TYPE,TFC_DETOUR_IND,TIME_OF_DAY,TOT_INJ_COUNT,TOTAL_UNITS,UNB_DEATH_COUNT,UNB_SUSP_SERIOUS_INJ_COUNT,UNBELTED_OCC_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,URBAN_RURAL,VAN_COUNT,VEHICLE_COUNT,WORK_ZONE_IND,WORK_ZONE_LOC,WORK_ZONE_TYPE,WORKERS_PRES,WZ_CLOSE_DETOUR,WZ_FLAGGER,WZ_LAW_OFFCR_IND,WZ_LN_CLOSURE,WZ_MOVING,WZ_OTHER,WZ_SHLDER_MDN,ROADWAY_CLEARED,WEATHER1,WEATHER2,WZ_WORKERS_INJ_KILLED,SECONDARY_CRASH,INTERSECTION_RELATED,FID_POLYLINE_30ftbuffer,BUFF_DIST,ORIG_FID
123,Point,3728,925,0,0,0,0,0,0,0,0,0,4,0,<Null>,67,3,2021,2021028858,2,39.9697,-75.2115,923,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,9,1,0,1,0,39 58:10.789,<Null>,0,75 12:41.484,9,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,2,3,2,<Null>,918,0,2,0,0,0,0,2,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
124,Point,3976,1805,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,5,2021,2021046054,3,40.0148,-75.2064,1754,6,0,0,0,0,1,0,0,0,<Null>,0,0,0,17,1,2,1,0,40 00:53.458,<Null>,2,75 12:23.372,8,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,3,<Null>,1745,2,2,0,0,0,2,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
125,Point,4296,730,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,5,2021,2021046146,6,39.9786,-75.2136,728,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,7,1,1,1,0,39 58:42.950,<Null>,0,75 12:49.048,8,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,725,1,2,0,0,0,1,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
126,Point,4338,246,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,6,2021,2021057502,7,39.9778,-75.2134,244,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,2,3,2,1,0,39 58:39.965,<Null>,0,75 12:48.419,8,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,2,<Null>,235,2,3,0,0,1,2,1,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
127,Point,4789,1022,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,6,2021,2021057706,7,39.9697,-75.2115,1020,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,9,1,2,1,0,39 58:10.789,<Null>,0,75 12:41.484,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,2,0,0,3,2,<Null>,955,2,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
128,Point,5059,435,1,0,0,0,0,0,0,0,0,5,0,<Null>,67,6,2021,2021053614,3,39.986,-75.2149,432,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,4,8,0,0,0,39 59:09.510,<Null>,0,75 12:53.740,0,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,9,N,N,1,<Null>,0,0,0,0,0,<Null>,423,0,3,0,0,0,0,0,3,1,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,4,<Null>,N,N,1,30,0
129,Point,5174,1614,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,6,2021,2021055482,3,39.9867,-75.2076,1610,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,15,1,1,1,0,39 59:12.288,<Null>,2,75 12:27.201,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,1,3,2,<Null>,1540,1,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
130,Point,5684,1914,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,2,2021,2021019286,4,39.9571,-75.2143,1911,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,19,4,1,1,0,39 57:25.696,<Null>,0,75 12:51.617,3,0,0,1,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,0,3,2,<Null>,1905,1,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
131,Point,5828,430,1,0,0,0,0,0,0,0,0,1,0,<Null>,67,9,2021,2021083506,7,39.9756,-75.2128,421,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,4,3,0,0,0,39 58:32.075,<Null>,0,75 12:46.169,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,6,1,N,N,0,<Null>,0,0,0,0,0,<Null>,419,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,N,1,30,0
132,Point,6274,1310,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,2,2021,2021020092,1,40.0099,-75.1964,1310,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,13,1,0,1,1,40 00:35.528,2,0,75 11:47.178,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,9,N,N,0,<Null>,0,0,0,3,2,N,1300,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1400,7,4,<Null>,N,<Null>,1,30,0
133,Point,6327,1700,0,0,0,0,0,0,0,0,0,8,0,<Null>,67,9,2021,2021087573,4,39.9491,-75.213,1650,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,22,3,1,1,0,39 56:56.653,<Null>,0,75 12:46.547,3,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,<Null>,1,1,N,N,1,<Null>,1,0,0,3,2,<Null>,2200,1,2,0,0,0,0,1,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
134,Point,6444,1750,1,0,0,0,0,0,0,0,0,2,0,<Null>,67,10,2021,2021104880,6,39.9934,-75.198,1739,6,0,0,0,0,1,0,0,0,<Null>,0,0,0,15,1,1,0,0,39 59:36.140,<Null>,0,75 11:52.690,3,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,9,N,N,0,<Null>,1,0,0,0,0,<Null>,1545,1,2,0,0,1,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,7,4,<Null>,N,N,1,30,0
135,Point,6531,854,2,0,2,0,0,0,0,0,0,4,0,<Null>,67,8,2021,2021072456,4,39.9858,-75.2156,853,6,0,0,0,0,0,1,1,0,<Null>,0,0,0,8,1,2,1,1,39 59:08.888,5,0,75 12:56.190,2,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,2,0,3,2,Y,853,2,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1130,3,<Null>,<Null>,N,<Null>,1,30,0
136,Point,6655,1854,1,0,0,0,0,0,0,0,0,6,0,<Null>,67,7,2021,2021073675,7,39.9961,-75.1956,1848,6,0,0,0,0,1,0,0,0,<Null>,0,0,0,16,1,2,0,0,39 59:45.900,<Null>,3,75 11:44.150,8,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,0,0,<Null>,1645,2,2,0,0,2,2,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,N,1,30,0
137,Point,6692,123,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,7,2021,2021070448,6,39.9697,-75.2115,123,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,23,3,1,1,0,39 58:10.789,<Null>,0,75 12:41.484,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,1,3,2,<Null>,2322,1,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
138,Point,6736,138,1,0,0,0,0,0,0,0,0,5,0,<Null>,67,9,2021,2021094122,3,39.9562,-75.2145,128,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,1,3,1,0,2,39 57:22.400,1,0,75 12:52.200,8,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,6,1,N,N,0,<Null>,0,0,2,0,0,Y,128,1,3,0,0,1,1,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,200,3,3,<Null>,N,N,1,30,0
139,Point,6784,225,2,0,0,0,0,0,0,0,0,1,0,<Null>,67,9,2021,2021083567,1,39.9778,-75.2134,223,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,2,3,0,1,1,39 58:39.965,5,0,75 12:48.419,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,2,1,N,220,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,318,3,3,<Null>,N,<Null>,1,30,0
140,Point,6927,20,2,0,0,0,0,0,0,0,0,1,0,<Null>,67,11,2021,2021115033,4,39.9732,-75.2122,18,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,0,3,1,5,0,39 58:23.653,<Null>,0,75 12:44.012,8,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,1,1,2,0,0,0,1,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
141,Point,7025,220,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,10,2021,2021102802,7,39.9702,-75.2116,220,6,0,1,0,0,0,0,0,0,<Null>,0,0,0,2,3,0,2,0,39 58:12.833,<Null>,0,75 12:41.855,0,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,3,<Null>,214,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
142,Point,7131,1820,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,11,2021,2021110483,7,39.9786,-75.2136,1813,6,0,0,0,0,0,2,0,0,<Null>,0,0,0,17,3,1,1,0,39 58:42.950,<Null>,0,75 12:49.048,3,0,0,0,67301,0,0,0,N,0,0,0,7,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,3,3,2,<Null>,1744,1,4,0,0,0,0,0,3,0,4,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
143,Point,7309,626,3,0,0,0,0,0,0,0,0,4,0,<Null>,67,4,2021,2021100803,3,39.9858,-75.2156,622,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,5,1,0,1,0,39 59:08.888,<Null>,0,75 12:56.190,0,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,1,<Null>,557,0,3,0,0,0,0,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
144,Point,7367,2145,1,0,0,0,0,0,1,0,0,4,1,<Null>,67,11,2021,2021111805,4,39.9778,-75.2134,2140,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,21,3,1,1,0,39 58:39.965,<Null>,0,75 12:48.419,8,0,0,0,67301,0,0,0,N,0,0,0,2,67508,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,2140,1,2,0,0,0,1,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,Y,<Null>,1,30,0
145,Point,7831,1300,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,7,2021,2021080477,6,39.9715,-75.2119,1300,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,12,1,0,2,0,39 58:17.414,<Null>,0,75 12:42.731,9,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,0,3,2,<Null>,1230,0,2,0,0,0,0,1,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,4,<Null>,<Null>,Y,<Null>,1,30,0
146,Point,7849,404,0,0,0,0,0,0,0,0,0,4,0,<Null>,67,11,2021,2021107803,1,39.9732,-75.2122,358,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,3,3,0,1,0,39 58:23.653,<Null>,0,75 12:44.012,9,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,2,3,2,<Null>,353,0,2,0,0,0,0,2,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
147,Point,8073,54,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,10,2021,2021102109,7,39.9747,-75.2126,52,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,0,3,2,2,2,39 58:28.840,5,0,75 12:45.264,2,0,2,1,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,0,2,0,0,0,Y,45,2,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,255,3,3,<Null>,N,<Null>,1,30,0
148,Point,8336,<Null>,1,0,1,0,0,0,0,0,0,7,0,<Null>,67,5,2021,2021105348,7,39.9737,-75.2123,<Null>,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,16,1,2,0,0,39 58:25.323,<Null>,0,75 12:44.422,2,0,0,0,67301,0,0,0,N,0,0,0,2,0,0,<Null>,4,1,N,N,0,<Null>,0,1,0,0,0,<Null>,1600,2,2,0,0,0,1,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,N,1,30,0
149,Point,8383,1637,2,0,0,0,0,0,0,0,0,1,0,<Null>,67,10,2021,2021100373,7,39.9867,-75.208,1637,6,0,0,0,0,0,0,1,0,<Null>,0,0,0,16,1,2,0,2,39 59:12.159,3,0,75 12:28.866,3,0,0,0,67301,0,0,0,N,0,0,0,5,68K01,0,<Null>,1,9,N,N,1,<Null>,2,0,0,0,0,N,1634,2,3,0,0,0,0,0,3,0,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1640,7,<Null>,<Null>,N,N,1,30,0
150,Point,9141,625,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,10,2021,2021098176,6,39.9858,-75.2156,620,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,6,3,3,1,1,39 59:08.888,2,0,75 12:56.190,8,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,2,N,620,3,2,0,0,0,3,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,810,3,3,<Null>,N,<Null>,1,30,0
151,Point,9207,630,0,0,0,0,0,0,0,0,0,6,0,<Null>,67,8,2021,2021078438,3,39.9858,-75.2156,620,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,6,1,1,1,0,39 59:08.888,<Null>,0,75 12:56.190,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,1,3,2,<Null>,618,1,2,0,0,1,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
152,Point,9460,0,1,0,0,0,0,0,0,0,0,8,0,<Null>,67,8,2021,2021077492,4,39.9725,-75.2121,2347,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,23,3,1,3,0,39 58:20.921,<Null>,0,75 12:43.411,3,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,0,0,0,<Null>,2326,1,2,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
153,Point,9548,1919,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,11,2021,2021110573,6,39.9867,-75.2076,1915,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,19,3,0,1,2,39 59:12.288,4,2,75 12:27.201,0,0,0,0,67301,0,0,0,N,0,0,0,5,68K01,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,2,N,1913,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2015,3,3,<Null>,N,<Null>,1,30,0
154,Point,9711,1623,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,11,2021,2021110481,5,39.9697,-75.2115,1623,6,0,0,0,0,0,0,1,0,<Null>,0,0,0,15,1,1,1,0,39 58:10.789,<Null>,0,75 12:41.484,4,0,0,0,67301,0,0,0,N,0,0,0,3,67301,1,<Null>,1,1,N,N,0,<Null>,0,0,1,3,2,<Null>,1502,1,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
155,Point,9745,1405,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,9,2021,2021100178,4,39.9858,-75.2156,1405,6,0,0,0,0,1,0,0,0,<Null>,0,0,0,14,1,1,1,0,39 59:08.888,<Null>,0,75 12:56.190,8,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,0,0,1,3,2,<Null>,1400,1,2,0,0,0,1,1,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
156,Point,9750,35,1,0,0,0,0,0,0,0,0,4,0,<Null>,67,10,2021,2021096019,7,39.9586,-75.214,32,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,0,3,1,1,0,39 57:31.189,<Null>,1,75 12:50.310,3,0,0,0,67301,0,0,0,N,0,0,0,4,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,1,3,2,<Null>,30,1,3,0,0,0,0,0,3,1,3,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,<Null>,1,30,0
157,Point,9794,1410,3,0,0,0,0,0,0,0,0,4,0,<Null>,67,10,2021,2021099084,3,39.9858,-75.2156,1350,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,13,1,3,1,0,39 59:08.741,<Null>,0,75 12:56.531,3,0,0,0,67301,0,0,0,N,0,0,0,7,67301,2,<Null>,1,1,N,N,1,<Null>,1,0,0,3,2,<Null>,1345,3,4,0,0,0,0,0,3,0,4,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,Y,<Null>,1,30,0
158,Point,9875,2200,0,0,0,0,0,0,0,0,0,1,0,<Null>,67,11,2021,2021124396,7,39.9755,-75.2128,2146,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,20,3,1,0,0,39 58:31.920,<Null>,0,75 12:46.125,4,0,0,0,67301,0,0,0,N,0,0,0,1,67301,1,<Null>,6,1,N,N,1,<Null>,0,0,1,0,0,<Null>,2037,1,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,N,N,1,30,0
159,Point,9898,705,1,0,0,0,0,0,0,0,0,5,0,<Null>,67,12,2021,2021124085,7,40.0149,-75.2067,655,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,6,5,0,0,1,40 00:53.677,2,0,75 12:24.223,0,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,1,9,N,N,0,<Null>,0,0,0,0,0,N,630,0,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,815,7,<Null>,<Null>,N,N,1,30,0
160,Point,10032,1326,1,0,0,0,0,0,0,0,0,7,0,<Null>,67,9,2021,2021087905,6,39.9862,-75.2098,1324,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,13,1,1,0,2,39 59:10.450,5,0,75 12:35.370,3,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,<Null>,4,1,N,N,0,<Null>,1,0,0,0,0,Y,1321,1,1,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1530,4,<Null>,<Null>,N,N,1,30,0
161,Point,10058,1925,0,0,0,0,0,0,0,0,0,8,0,<Null>,67,9,2021,2021091009,1,40.0151,-75.2073,1917,6,0,0,0,0,0,0,0,0,<Null>,0,0,0,19,2,1,0,0,40 00:54.224,<Null>,0,75 12:26.134,3,0,0,0,67301,1,0,0,N,1,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,1,0,0,<Null>,1917,1,2,0,0,0,0,0,3,0,1,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,N,1,30,0
162,Point,10059,1945,2,0,0,0,0,0,0,0,0,1,0,<Null>,67,9,2021,2021085980,1,39.9715,-75.2119,1930,6,0,0,0,0,0,1,0,0,<Null>,0,0,0,18,1,1,2,0,39 58:17.414,<Null>,0,75 12:42.731,3,0,0,0,67301,0,0,0,N,0,0,0,2,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,0,3,2,<Null>,1800,1,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,3,<Null>,N,<Null>,1,30,0
163,Point,10427,1103,2,0,0,0,0,0,0,0,0,4,0,<Null>,67,10,2021,2021104882,7,39.9778,-75.2134,1051,6,0,0,0,1,0,1,0,0,<Null>,0,0,0,10,1,1,1,1,39 58:39.965,3,0,75 12:48.419,3,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,<Null>,1,1,N,N,0,<Null>,1,0,0,3,2,N,1046,1,2,0,0,0,0,0,3,0,2,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1205,3,<Null>,<Null>,N,<Null>,1,30,0
